0.000	0.0000000000
0.001	0.0000214566
0.002	0.0000855731
0.003	0.0001915942
0.004	0.0003382799
0.005	0.0005239311
0.006	0.0007464258
0.007	0.0010032632
0.008	0.0012916136
0.009	0.0016083740
0.010	0.0019502270
0.011	0.0023137005
0.012	0.0026952279
0.013	0.0030912060
0.014	0.0034980505
0.015	0.0039122464
0.016	0.0043303939
0.017	0.0047492480
0.018	0.0051657521
0.019	0.0055770650
0.020	0.0059805815
0.021	0.0063739471
0.022	0.0067550665
0.023	0.0071221067
0.024	0.0074734958
0.025	0.0078079175
0.026	0.0081243016
0.027	0.0084218124
0.028	0.0086998342
0.029	0.0089579561
0.030	0.0091959543
0.031	0.0094137751
0.032	0.0096115170
0.033	0.0097894131
0.034	0.0099478138
0.035	0.0100871707
0.036	0.0102080204
0.037	0.0103109704
0.038	0.0103966852
0.039	0.0104658740
0.040	0.0105192795
0.041	0.0105576675
0.042	0.0105818182
0.043	0.0105925180
0.044	0.0105905528
0.045	0.0105767018
0.046	0.0105517326
0.047	0.0105163970
0.048	0.0104714274
0.049	0.0104175337
0.050	0.0103554016
0.051	0.0102856904
0.052	0.0102090321
0.053	0.0101260303
0.054	0.0100372600
0.055	0.0099432672
0.056	0.0098445690
0.057	0.0097416544
0.058	0.0096349839
0.059	0.0095249910
0.060	0.0094120824
0.061	0.0092966393
0.062	0.0091790177
0.063	0.0090595502
0.064	0.0089385462
0.065	0.0088162936
0.066	0.0086930593
0.067	0.0085690907
0.068	0.0084446164
0.069	0.0083198473
0.070	0.0081949776
0.071	0.0080701860
0.072	0.0079456361
0.073	0.0078214779
0.074	0.0076978480
0.075	0.0075748711
0.076	0.0074526605
0.077	0.0073313185
0.078	0.0072109378
0.079	0.0070916016
0.080	0.0069733847
0.081	0.0068563536
0.082	0.0067405674
0.083	0.0066260785
0.084	0.0065129327
0.085	0.0064011698
0.086	0.0062908244
0.087	0.0061819257
0.088	0.0060744984
0.089	0.0059685629
0.090	0.0058641356
0.091	0.0057612291
0.092	0.0056598531
0.093	0.0055600136
0.094	0.0054617144
0.095	0.0053649563
0.096	0.0052697380
0.097	0.0051760560
0.098	0.0050839047
0.099	0.0049932771
0.100	0.0049041642
0.101	0.0048165559
0.102	0.0047304406
0.103	0.0046458056
0.104	0.0045626371
0.105	0.0044809207
0.106	0.0044006406
0.107	0.0043217808
0.108	0.0042443245
0.109	0.0041682542
0.110	0.0040935520
0.111	0.0040201999
0.112	0.0039481790
0.113	0.0038774706
0.114	0.0038080556
0.115	0.0037399146
0.116	0.0036730283
0.117	0.0036073771
0.118	0.0035429415
0.119	0.0034797019
0.120	0.0034176387
0.121	0.0033567325
0.122	0.0032969637
0.123	0.0032383130
0.124	0.0031807612
0.125	0.0031242891
0.126	0.0030688777
0.127	0.0030145084
0.128	0.0029611623
0.129	0.0029088212
0.130	0.0028574667
0.131	0.0028070808
0.132	0.0027576458
0.133	0.0027091440
0.134	0.0026615582
0.135	0.0026148712
0.136	0.0025690660
0.137	0.0025241263
0.138	0.0024800354
0.139	0.0024367774
0.140	0.0023943363
0.141	0.0023526966
0.142	0.0023118429
0.143	0.0022717601
0.144	0.0022324333
0.145	0.0021938479
0.146	0.0021559897
0.147	0.0021188444
0.148	0.0020823984
0.149	0.0020466379
0.150	0.0020115496
0.151	0.0019771204
0.152	0.0019433376
0.153	0.0019101883
0.154	0.0018776603
0.155	0.0018457414
0.156	0.0018144197
0.157	0.0017836835
0.158	0.0017535213
0.159	0.0017239219
0.160	0.0016948742
0.161	0.0016663674
0.162	0.0016383910
0.163	0.0016109345
0.164	0.0015839876
0.165	0.0015575406
0.166	0.0015315834
0.167	0.0015061066
0.168	0.0014811008
0.169	0.0014565566
0.170	0.0014324651
0.171	0.0014088175
0.172	0.0013856050
0.173	0.0013628191
0.174	0.0013404515
0.175	0.0013184941
0.176	0.0012969388
0.177	0.0012757779
0.178	0.0012550035
0.179	0.0012346083
0.180	0.0012145848
0.181	0.0011949258
0.182	0.0011756242
0.183	0.0011566731
0.184	0.0011380657
0.185	0.0011197954
0.186	0.0011018556
0.187	0.0010842400
0.188	0.0010669422
0.189	0.0010499562
0.190	0.0010332760
0.191	0.0010168956
0.192	0.0010008093
0.193	0.0009850114
0.194	0.0009694965
0.195	0.0009542591
0.196	0.0009392938
0.197	0.0009245955
0.198	0.0009101590
0.199	0.0008959795
0.200	0.0008820519
0.201	0.0008683715
0.202	0.0008549335
0.203	0.0008417335
0.204	0.0008287668
0.205	0.0008160290
0.206	0.0008035158
0.207	0.0007912229
0.208	0.0007791462
0.209	0.0007672817
0.210	0.0007556252
0.211	0.0007441729
0.212	0.0007329210
0.213	0.0007218656
0.214	0.0007110032
0.215	0.0007003300
0.216	0.0006898425
0.217	0.0006795373
0.218	0.0006694110
0.219	0.0006594601
0.220	0.0006496815
0.221	0.0006400720
0.222	0.0006306283
0.223	0.0006213475
0.224	0.0006122265
0.225	0.0006032622
0.226	0.0005944519
0.227	0.0005857927
0.228	0.0005772818
0.229	0.0005689164
0.230	0.0005606939
0.231	0.0005526117
0.232	0.0005446671
0.233	0.0005368576
0.234	0.0005291808
0.235	0.0005216341
0.236	0.0005142154
0.237	0.0005069221
0.238	0.0004997520
0.239	0.0004927029
0.240	0.0004857725
0.241	0.0004789587
0.242	0.0004722593
0.243	0.0004656724
0.244	0.0004591957
0.245	0.0004528275
0.246	0.0004465655
0.247	0.0004404081
0.248	0.0004343531
0.249	0.0004283989
0.250	0.0004225436
0.251	0.0004167853
0.252	0.0004111225
0.253	0.0004055532
0.254	0.0004000759
0.255	0.0003946889
0.256	0.0003893906
0.257	0.0003841793
0.258	0.0003790536
0.259	0.0003740119
0.260	0.0003690527
0.261	0.0003641745
0.262	0.0003593758
0.263	0.0003546553
0.264	0.0003500116
0.265	0.0003454433
0.266	0.0003409490
0.267	0.0003365274
0.268	0.0003321774
0.269	0.0003278974
0.270	0.0003236864
0.271	0.0003195432
0.272	0.0003154664
0.273	0.0003114550
0.274	0.0003075077
0.275	0.0003036236
0.276	0.0002998013
0.277	0.0002960399
0.278	0.0002923383
0.279	0.0002886954
0.280	0.0002851102
0.281	0.0002815817
0.282	0.0002781088
0.283	0.0002746907
0.284	0.0002713263
0.285	0.0002680148
0.286	0.0002647551
0.287	0.0002615464
0.288	0.0002583878
0.289	0.0002552784
0.290	0.0002522174
0.291	0.0002492038
0.292	0.0002462370
0.293	0.0002433161
0.294	0.0002404402
0.295	0.0002376086
0.296	0.0002348206
0.297	0.0002320753
0.298	0.0002293720
0.299	0.0002267101
0.300	0.0002240887
0.301	0.0002215073
0.302	0.0002189650
0.303	0.0002164613
0.304	0.0002139954
0.305	0.0002115667
0.306	0.0002091746
0.307	0.0002068185
0.308	0.0002044976
0.309	0.0002022115
0.310	0.0001999595
0.311	0.0001977410
0.312	0.0001955555
0.313	0.0001934023
0.314	0.0001912811
0.315	0.0001891911
0.316	0.0001871318
0.317	0.0001851029
0.318	0.0001831036
0.319	0.0001811335
0.320	0.0001791922
0.321	0.0001772791
0.322	0.0001753937
0.323	0.0001735357
0.324	0.0001717044
0.325	0.0001698995
0.326	0.0001681205
0.327	0.0001663670
0.328	0.0001646385
0.329	0.0001629347
0.330	0.0001612551
0.331	0.0001595992
0.332	0.0001579668
0.333	0.0001563574
0.334	0.0001547706
0.335	0.0001532060
0.336	0.0001516633
0.337	0.0001501421
0.338	0.0001486420
0.339	0.0001471627
0.340	0.0001457038
0.341	0.0001442651
0.342	0.0001428461
0.343	0.0001414465
0.344	0.0001400661
0.345	0.0001387044
0.346	0.0001373612
0.347	0.0001360362
0.348	0.0001347290
0.349	0.0001334394
0.350	0.0001321671
0.351	0.0001309118
0.352	0.0001296732
0.353	0.0001284510
0.354	0.0001272450
0.355	0.0001260549
0.356	0.0001248805
0.357	0.0001237214
0.358	0.0001225775
0.359	0.0001214484
0.360	0.0001203340
0.361	0.0001192340
0.362	0.0001181482
0.363	0.0001170763
0.364	0.0001160181
0.365	0.0001149733
0.366	0.0001139419
0.367	0.0001129235
0.368	0.0001119179
0.369	0.0001109250
0.370	0.0001099444
0.371	0.0001089762
0.372	0.0001080199
0.373	0.0001070755
0.374	0.0001061427
0.375	0.0001052214
0.376	0.0001043113
0.377	0.0001034124
0.378	0.0001025244
0.379	0.0001016471
0.380	0.0001007804
0.381	0.0000999240
0.382	0.0000990780
0.383	0.0000982420
0.384	0.0000974159
0.385	0.0000965996
0.386	0.0000957928
0.387	0.0000949956
0.388	0.0000942076
0.389	0.0000934288
0.390	0.0000926591
0.391	0.0000918982
0.392	0.0000911460
0.393	0.0000904024
0.394	0.0000896673
0.395	0.0000889406
0.396	0.0000882220
0.397	0.0000875116
0.398	0.0000868091
0.399	0.0000861144
0.400	0.0000854274
